,Text#,Type,Issued,Title,Language,Authors,Subjects,LoCC,Bookshelves,locc_,book_url
51570,51644,Text,2016-04-03,The Vicissitudes of Evangeline,en,"Glyn, Elinor, 1864-1943",Young women -- Fiction; Love stories; Diary fiction; English fiction -- 20th century,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/5/1/6/4/51644/51644-0.txt
51575,51649,Text,2016-04-03,"The Mysteries of London, v. 4/4",en,"Reynolds, George W. M. (George William MacArthur), 1814-1879",London (England) -- Fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/5/1/6/4/51649/51649-0.txt
51578,51652,Text,2016-04-03,"The Works of John Dryden, now first collected in eighteen volumes. Volume 10",en,"Dryden, John, 1631-1700; Scott, Walter, 1771-1832 [Editor]",English literature,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/5/1/6/5/51652/51652-0.txt
51587,51661,Text,2016-04-05,"Thirty Years Since; or, The Ruined Family. A Tale",en,"James, G. P. R. (George Payne Rainsford), 1801?-1860 [Adapter]",Fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/5/1/6/6/51661/51661-8.txt
51591,51665,Text,2016-04-05,Tippoo Sultaun: A tale of the Mysore war,en,"Taylor, Meadows, 1808-1876","Tipu Sultan, Fath 'Ali, Nawab of Mysore, 1753-1799 -- Fiction",PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/5/1/6/6/51665/51665-0.txt
51630,51704,Text,2016-04-09,"Fern Vale; or, the Queensland Squatter. Volume 2",en,"Munro, Colin",Queensland -- Fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/5/1/7/0/51704/51704-8.txt
51641,51715,Text,2016-04-10,"A Whim, and Its Consequences
Collection of British Authors Vol. CXIV",en,"James, G. P. R. (George Payne Rainsford), 1801?-1860",Fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/5/1/7/1/51715/51715-8.txt
51696,51770,Text,2016-04-15,Connected Poems,en,"Seabridge, Charles",Poetry,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/5/1/7/7/51770/51770-0.txt
51709,51783,Text,2016-04-18,"The Description of a New World, Called the Blazing-World",en,"Newcastle, Margaret Cavendish, Duchess of, 1624?-1674","Science fiction; Utopias -- Fiction; Voyages, Imaginary -- Early works to 1800",PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/5/1/7/8/51783/51783-0.txt
51734,51808,Text,2016-04-20,The Harvest of Ruskin,en,"Graham, John W. (John William), 1859-1932","Ruskin, John, 1819-1900",PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/5/1/8/0/51808/51808-0.txt
51741,51815,Text,2016-04-21,Henry Smeaton: A Jacobite Story of the Reign of George the First.,en,"James, G. P. R. (George Payne Rainsford), 1801?-1860","Jacobite Rebellion, 1715 -- Fiction",PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/5/1/8/1/51815/51815-8.txt
51755,51829,Text,2016-04-22,The Old Chelsea Bun-House: A Tale of the Last Century,en,"Manning, Anne, 1807-1879",England -- Social life and customs -- 18th century -- Fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/5/1/8/2/51829/51829-8.txt
51824,51898,Text,2016-04-30,"Beauchamp; or, The Error.",en,"James, G. P. R. (George Payne Rainsford), 1801?-1860",Great Britain -- History -- 18th century -- Fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/5/1/8/9/51898/51898-8.txt
51833,51907,Text,2016-05-01,Verses of a V.A.D.,en,"Brittain, Vera, 1893-1970; Leighton, Marie Connor, -1941 [Author of introduction, etc.]","World War, 1914-1918 -- Poetry",PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/5/1/9/0/51907/51907-0.txt
51848,51922,Text,2016-05-01,Fanny's First Novel,en,"Moore, Frank Frankfort, 1855-1931","Biographical fiction; England -- Fiction; Fiction -- Authorship -- Fiction; Women novelists -- Fiction; Burney, Fanny, 1752-1840 -- Fiction",PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/5/1/9/2/51922/51922-8.txt
51849,51923,Text,2016-05-01,"The Impudent Comedian, & Others",en,"Moore, Frank Frankfort, 1855-1931",Historical fiction; Short stories; Great Britain -- History -- 18th century -- Fiction; Celebrities -- Fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/5/1/9/2/51923/51923.txt
51852,51926,Text,2016-05-01,The Eighth Year: A Vital Problem of Married Life,en,"Gibbs, Philip, 1877-1962",Domestic fiction; Married people -- Fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/5/1/9/2/51926/51926-8.txt
51853,51927,Text,2016-05-01,The Lighter Side of English Life,en,"Moore, Frank Frankfort, 1855-1931; Belcher, George Frederick Arthur, 1875-1947 [Illustrator]",England -- Social life and customs; England -- Social life and customs -- Humor,DA; PR,,"['DA', 'PR']",http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/5/1/9/2/51927/51927-8.txt
51862,51936,Text,2016-05-02,Daireen. Volume 1 of 2,en,"Moore, Frank Frankfort, 1855-1931",Fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/5/1/9/3/51936/51936-8.txt
51863,51937,Text,2016-05-02,Daireen. Volume 2 of 2,en,"Moore, Frank Frankfort, 1855-1931",Fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/5/1/9/3/51937/51937-8.txt
51864,51938,Text,2016-05-02,Daireen. Complete,en,"Moore, Frank Frankfort, 1855-1931",Fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/5/1/9/3/51938/51938-8.txt
51866,51940,Text,2016-05-02,A Garden of Peace: A Medley in Quietude,en,"Moore, Frank Frankfort, 1855-1931",Gardens -- Fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/5/1/9/4/51940/51940-8.txt
51870,51944,Text,2016-05-02,A Gray Eye or So. In Three Volumes—Volume I,en,"Moore, Frank Frankfort, 1855-1931",Mate selection -- Fiction; Great Britain -- Social life and customs -- 19th century -- Fiction; Courtship -- Fiction; Political fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/5/1/9/4/51944/51944-8.txt
51871,51945,Text,2016-05-02,A Gray Eye or So. In Three Volumes—Volume II,en,"Moore, Frank Frankfort, 1855-1931",Mate selection -- Fiction; Great Britain -- Social life and customs -- 19th century -- Fiction; Courtship -- Fiction; Political fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/5/1/9/4/51945/51945-8.txt
51872,51946,Text,2016-05-02,A Gray Eye or So. In Three Volumes—Volume III,en,"Moore, Frank Frankfort, 1855-1931",Mate selection -- Fiction; Great Britain -- Social life and customs -- 19th century -- Fiction; Courtship -- Fiction; Political fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/5/1/9/4/51946/51946-8.txt
51873,51947,Text,2016-05-02,"A Gray Eye or So. In Three Volumes—Volume I, II and III: Complete",en,"Moore, Frank Frankfort, 1855-1931",Mate selection -- Fiction; Great Britain -- Social life and customs -- 19th century -- Fiction; Courtship -- Fiction; Political fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/5/1/9/4/51947/51947-8.txt
51876,51950,Text,2016-05-13,The Prodigal Son,en,"Caine, Hall, Sir, 1853-1931",Triangles (Interpersonal relations) -- Fiction; Iceland -- Fiction; Brothers -- Fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/5/1/9/5/51950/51950.txt
51877,51951,Text,2016-05-02,The Jessamy Bride,en,"Moore, Frank Frankfort, 1855-1931; Gilbert, C. Allan [Illustrator]","Goldsmith, Oliver, 1730?-1774 -- Fiction",PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/5/1/9/5/51951/51951-8.txt
51878,51952,Text,2016-05-02,A Journalist's Note-Book,en,"Moore, Frank Frankfort, 1855-1931",Journalism -- Anecdotes,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/5/1/9/5/51952/51952-8.txt
51889,51963,Text,2016-05-02,The Other World,en,"Moore, Frank Frankfort, 1855-1931",Short stories; Supernatural -- Fiction; Paranormal fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/5/1/9/6/51963/51963-8.txt
51893,51967,Text,2016-05-02,"The Life and Adventures of Peter Wilkins, Complete (Volumes 1 and 2)",en,"Paltock, Robert, 1697-1767; Bullen, A. H. (Arthur Henry), 1857-1920 [Commentator]",Fantasy fiction; Adventure stories,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/5/1/9/6/51967/51967-8.txt
51894,51968,Text,2016-05-02,"The Life and Adventures of Peter Wilkins, Volume 2 (of 2)",en,"Paltock, Robert, 1697-1767; Bullen, A. H. (Arthur Henry), 1857-1920 [Commentator]",Fantasy fiction; Adventure stories,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/5/1/9/6/51968/51968-8.txt
51895,51969,Text,2016-05-02,According to Plato,en,"Moore, Frank Frankfort, 1855-1931",Satire; Political fiction; London (England) -- Social life and customs -- Fiction; Love -- Fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/5/1/9/6/51969/51969-8.txt
51897,51971,Text,2016-05-02,The Love That Prevailed,en,"Moore, Frank Frankfort, 1855-1931; Matthews, Harry B. [Illustrator]","Wesley, John, 1703-1791 -- Fiction; Methodist Church (Great Britain) -- Fiction",PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/5/1/9/7/51971/51971-8.txt
51898,51972,Text,2016-05-02,Priscilla and Charybdis: A Story of Alternatives,en,"Moore, Frank Frankfort, 1855-1931",Fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/5/1/9/7/51972/51972-8.txt
51914,51988,Text,2016-05-03,"Well, After All--",en,"Moore, Frank Frankfort, 1855-1931",Fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/5/1/9/8/51988/51988-8.txt
51928,52002,Text,2016-05-05,Mitchelhurst Place: A Novel. Vol. 2 (of 2),en,"Veley, Margaret, 1843-1887",Fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/5/2/0/0/52002/52002-8.txt
51946,52020,Text,2016-05-07,Roland Whately: A Novel,en,"Waugh, Alec, 1898-1981",Bildungsromans; Young men -- Fiction; Man-woman relationships -- Fiction; Businessmen -- Fiction; England -- Social life and customs -- 20th century -- Fiction; Boarding schools -- England -- Fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/5/2/0/2/52020/52020-0.txt
51955,52029,Text,2016-05-09,Unvarnished Tales,en,"Mackay, William, 1846-",Fiction; Short stories,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/5/2/0/2/52029/52029-0.txt
51959,52033,Text,2016-05-09,"William Mackay on T. W. Robertson's Play ""School""",en,"Mackay, William","Robertson, T. W. (Thomas William), 1829-1871. ""School""",PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/5/2/0/3/52033/52033-0.txt
51981,52055,Text,2016-05-13,The Heart of Penelope,en,"Lowndes, Marie Belloc, 1868-1947",English fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/5/2/0/5/52055/52055.txt
51982,52056,Text,2016-05-13,"The Mysteries of London, v. 3/4",en,"Reynolds, George W. M. (George William MacArthur), 1814-1879",London (England) -- Fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/5/2/0/5/52056/52056-0.txt
51992,52066,Text,2016-05-14,Verses popular and humorous,en,"Lawson, Henry, 1867-1922","Australian poetry; Humorous poetry, Australian",PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/5/2/0/6/52066/52066-0.txt
52004,52078,Text,2016-05-16,The Captain of the Guard,en,"Grant, James, 1822-1887","Scotland -- History -- James II, 1437-1460 -- Fiction",PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/5/2/0/7/52078/52078-8.txt
52022,52096,Text,2016-05-17,"Plays
Being: An unhistorical pastoral: A romantic farce: Bruce, a chronicle play: Smith, a tragic farce: and Scaramouch in Naxos, a pantomime.",en,"Davidson, John, 1857-1909 [Adapter]",Drama,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/5/2/0/9/52096/52096-8.txt
52027,52101,Text,2016-05-18,Much Ado About Something,en,"Lawrence, C. E. (Charles Edward), 1870-1940",England -- Social life and customs -- 20th century -- Fiction; Fairies -- Fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/5/2/1/0/52101/52101.txt
52028,52102,Text,2016-05-19,Across the Salt Seas: A Romance of the War of Succession,en,"Bloundelle-Burton, John, 1850-1917","Spanish Succession, War of, 1701-1714 -- Fiction",PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/5/2/1/0/52102/52102-8.txt
52052,52126,Text,2016-05-21,A Dream of the North Sea,en,"Runciman, James, 1852-1891",Physicians -- Fiction; Conduct of life -- Fiction; Adventure and adventurers -- Fiction; Shipwrecks -- Fiction; Voyages and travels -- Fiction; Royal National Mission to Deep Sea Fishermen -- Fiction; Fishers -- Great Britain -- Fiction; North Sea -- Fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/5/2/1/2/52126/52126.txt
52059,52133,Text,2016-05-22,"Patriotic Song
A book of English verse, being an anthology of the patriotic poetry of the British Empire, from the defeat of the Spanish Armada till the death of Queen Victoria",en,"Welldon, J. E. C. (James Edward Cowell), 1854-1937 [Author of introduction, etc.]; Stanley, Arthur, 1873-1961 [Compiler]","English poetry; Patriotic poetry, English",PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/5/2/1/3/52133/52133-0.txt
52061,52135,Text,2016-05-23,"Wanda, Vol. 1 (of 3)",en,"Ouida, 1839-1908",English fiction -- 19th century,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/5/2/1/3/52135/52135-0.txt
52062,52136,Text,2016-05-23,"Wanda, Vol. 2 (of 3)",en,"Ouida, 1839-1908",English fiction -- 19th century,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/5/2/1/3/52136/52136-0.txt
52063,52137,Text,2016-05-23,"Wanda, Vol. 3 (of 3)",en,"Ouida, 1839-1908",English fiction -- 19th century,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/5/2/1/3/52137/52137-0.txt
52065,52139,Text,2016-05-23,Uther and Igraine,en,"Deeping, Warwick, 1877-1950; Benda, Wladyslaw T. (Wladyslaw Theodore), 1873-1948 [Illustrator]",Uther Pendragon (Legendary character) -- Fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/5/2/1/3/52139/52139-0.txt
52089,52163,Text,2016-05-26,"Boswelliana: The Commonplace Book of James Boswell, with a Memoir and Annotations",en,"Boswell, James, 1740-1795; Milnes, Richard Monckton, Baron Houghton, 1809-1885 [Author of introduction, etc.]; Rogers, Charles, 1825-1890 [Contributor]","Boswell, James, 1740-1795",PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/5/2/1/6/52163/52163-0.txt
52095,52169,Text,2016-05-27,The inner house,en,"Besant, Walter, 1836-1901",Science fiction; Dystopias -- Fiction; Immortality -- Fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/5/2/1/6/52169/52169-8.txt
52135,52209,Text,2016-06-01,The Silent Shore: A Romance,en,"Bloundelle-Burton, John, 1850-1917",English fiction -- 19th century,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/5/2/2/0/52209/52209-8.txt
52136,52210,Text,2016-06-01,The Hispaniola Plate (1683-1893),en,"Bloundelle-Burton, John, 1850-1917","Buccaneers -- Fiction; Phips, William, Sir, 1651-1695 -- Fiction",PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/5/2/2/1/52210/52210-8.txt
52137,52211,Text,2016-06-01,The Gods and Mr. Perrin: A Tragi-Comedy,en,"Walpole, Hugh, 1884-1941",Teachers -- Fiction; Endowed public schools (Great Britain) -- Fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/5/2/2/1/52211/52211.txt
52161,52235,Text,2016-06-04,The Governor of England,en,"Bowen, Marjorie, 1888-1952","Historical fiction; Biographical fiction; Cromwell, Oliver, 1599-1658 -- Fiction; Great Britain -- History -- Puritan Revolution, 1642-1660 -- Fiction",PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/5/2/2/3/52235/52235-8.txt
52162,52236,Text,2016-06-04,"Poems, 1914-1919",en,"Baring, Maurice, 1874-1945","World War, 1914-1918 -- Poetry",PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/5/2/2/3/52236/52236-0.txt
52169,52243,Text,2016-06-05,Daughters of Belgravia; vol. 1 of 3,en,"Fraser, Alexander, Mrs., 1829-1908",Fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/5/2/2/4/52243/52243-0.txt
52172,52246,Text,2016-06-06,Boswell the Biographer,en,"Mallory, George, 1886-1924","Boswell, James, 1740-1795; Authors, Scottish -- 18th century -- Biography; Biographers -- Great Britain -- Biography",PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/5/2/2/4/52246/52246.txt
52173,52247,Text,2016-06-06,A Man from the North,en,"Bennett, Arnold, 1867-1931",London (England) -- Fiction; England -- Fiction; Man-woman relationships -- Fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/5/2/2/4/52247/52247-8.txt
52226,52300,Text,2016-06-11,"William Blake, Painter and Poet",en,"Garnett, Richard, 1835-1906","Poets, English -- 19th century -- Biography; Poets, English -- 18th century -- Biography; Blake, William, 1757-1827; Artists -- Great Britain -- Biography",ND; PR,,"['ND', 'PR']",http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/5/2/3/0/52300/52300-0.txt
52233,52307,Text,2016-06-11,The Life of a Foxhound,en,"Mills, John, -1885?; Leech, John, 1817-1864 [Illustrator]",Dogs -- Fiction; Foxhounds -- Fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/5/2/3/0/52307/52307-0.txt
52268,52342,Text,2016-06-15,"The White Prophet, Volume 1 (of 2)",en,"Caine, Hall, Sir, 1853-1931; Woodville, Richard Caton, 1856-1927 [Illustrator]",British -- Egypt -- Fiction; Egypt -- Fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/5/2/3/4/52342/52342.txt
52269,52343,Text,2016-06-15,"The White Prophet, Volume 2 (of 2)",en,"Caine, Hall, Sir, 1853-1931; Woodville, Richard Caton, 1856-1927 [Illustrator]",British -- Egypt -- Fiction; Egypt -- Fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/5/2/3/4/52343/52343.txt
52271,52345,Text,2016-06-15,The Scott Country,en,"Geddie, John, 1848-1937; Haslehust, E. W., 1866-1949 [Illustrator]","Scottish Borders (Scotland) -- Description and travel; Scott, Walter, 1771-1832 -- Homes and haunts -- Scotland -- Scottish Borders; Authors, Scottish -- Homes and haunts -- Scotland -- Scottish Borders; Literary landmarks -- Scotland -- Scottish Borders; Scottish Borders (Scotland) -- Intellectual life",PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/5/2/3/4/52345/52345-8.txt
52292,52366,Text,2016-06-18,"The Veil, and Other Poems",en,"De la Mare, Walter, 1873-1956",English poetry -- 20th century,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/5/2/3/6/52366/52366-0.txt
52301,52375,Text,2016-06-19,"Blue-Stocking Hall, (Vol. 2 of 3)",en,"Scargill, William Pitt, 1787-1836",Epistolary fiction; Women -- Conduct of life -- Fiction; Women -- Education -- Fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/5/2/3/7/52375/52375-8.txt
52314,52388,Text,2016-06-21,Whiteladies,en,"Oliphant, Mrs. (Margaret), 1828-1897",London (England) -- Fiction; Inheritance and succession -- Fiction; Man-woman relationships -- Fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/5/2/3/8/52388/52388-0.txt
52379,52453,Text,2016-06-30,Joseph Conrad,en,"Walpole, Hugh, 1884-1941","Conrad, Joseph, 1857-1924",PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/5/2/4/5/52453/52453-8.txt
52385,52459,Text,2016-06-30,"Saint Abe and His Seven Wives
A Tale of Salt Lake City, with a Bibliographical Note",en,"Buchanan, Robert Williams, 1841-1901",Mormons -- Fiction; Salt Lake City (Utah) -- Fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/5/2/4/5/52459/52459-8.txt
52420,52494,Text,2016-07-04,"The English Rogue: Continued in the Life of Meriton Latroon, and Other Extravagants, Comprehending the most Eminent Cheats of Both Sexes: The Third Part",en,"Head, Richard, 1637?-1686?; Kirkman, Francis, 1632-1680?",Rogues and vagabonds -- England -- Fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/5/2/4/9/52494/52494-0.txt
52427,52501,Text,2016-07-05,The First Men in the Moon,en,"Wells, H. G. (Herbert George), 1866-1946",Science fiction; Satire; Utopias -- Fiction; Imperialism -- Fiction; Utopian fiction; Space flight to the moon -- Fiction; Moon -- Fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/5/2/5/0/52501/52501-0.txt
52431,52505,Text,2016-07-05,Daughters of Belgravia; vol. 2 of 3,en,"Fraser, Alexander, Mrs., 1829-1908",Fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/5/2/5/0/52505/52505-0.txt
52436,52510,Text,2016-07-06,Prince and Heretic,en,"Bowen, Marjorie, 1888-1952","Historical fiction; Biographical fiction; Netherlands -- History -- Eighty Years' War, 1568-1648 -- Fiction; William I, Prince of Orange, 1533-1584 -- Fiction; Princes -- Netherlands -- Fiction",PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/5/2/5/1/52510/52510-0.txt
52474,52548,Text,2016-07-10,The Seafarers,en,"Bloundelle-Burton, John, 1850-1917",Ships -- Fiction; Diseases -- Fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/5/2/5/4/52548/52548-8.txt
52481,52555,Text,2016-07-11,"Arminell: A Social Romance, Vol. 1",en,"Baring-Gould, S. (Sabine), 1834-1924",English fiction -- 19th century,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/5/2/5/5/52555/52555-0.txt
52485,52559,Text,2016-07-11,The Ballad of Ensign Joy,en,"Hornung, E. W. (Ernest William), 1866-1921","World War, 1914-1918 -- Poetry",PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/5/2/5/5/52559/52559.txt
52487,52561,Text,2016-07-11,The Young Guard,en,"Hornung, E. W. (Ernest William), 1866-1921","World War, 1914-1918 -- Poetry",PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/5/2/5/6/52561/52561-8.txt
52488,52562,Text,2016-07-11,The Unbidden Guest,en,"Hornung, E. W. (Ernest William), 1866-1921; Boothby, Ben, 1870-1956 [Illustrator]",Australia -- Fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/5/2/5/6/52562/52562-8.txt
52493,52567,Text,2016-07-12,"Arminell: A Social Romance, Vol. 2",en,"Baring-Gould, S. (Sabine), 1834-1924",English fiction -- 19th century,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/5/2/5/6/52567/52567-0.txt
52494,52568,Text,2016-07-12,"Arminell: A Social Romance, Vol. 3",en,"Baring-Gould, S. (Sabine), 1834-1924",English fiction -- 19th century,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/5/2/5/6/52568/52568-0.txt
52501,52575,Text,2016-07-14,"The Cuckoo in the Nest, v. 1/2",en,"Oliphant, Mrs. (Margaret), 1828-1897",Fiction,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/5/2/5/7/52575/52575-0.txt
52508,52582,Text,2016-07-15,"Drake; or, the Transfer of the Trident: A National Drama",en,"MacOubrey, William, 1800-1884","English drama -- 19th century; Drake, Francis, approximately 1540-1596 -- Drama; Elizabeth I, Queen of England, 1533-1603 -- Drama",PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/5/2/5/8/52582/52582-0.txt
52510,52584,Text,2016-07-16,Tides: A Book of Poems,en,"Drinkwater, John, 1882-1937",English poetry -- 20th century,PR,,['PR'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/5/2/5/8/52584/52584-0.txt
