,Text#,Type,Issued,Title,Language,Authors,Subjects,LoCC,Bookshelves,locc_,book_url
33830,33903,Text,2010-10-25,Into the Primitive,en,"Bennet, Robert Ames, 1870-1954; True, Allen Tupper, 1881-1955 [Illustrator]",Shipwreck survival -- Fiction; Africa -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/3/9/0/33903/33903-0.txt
33834,33907,Text,2010-10-24,One-Act Plays by Modern Authors,en,"Cohen, Helen Louise, 1882-1957 [Editor]",English drama; American drama,PR; PS,,"['PR', 'PS']",http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/3/9/0/33907/33907.txt
33846,33919,Text,2010-10-17,Suzy,en,"Parker, Watson, 1924-2013",Science fiction; Short stories; Man-woman relationships -- Fiction; Space flight -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/3/9/1/33919/33919.txt
33849,33922,Text,2010-10-15,True Detective Stories from the Archives of the Pinkertons,en,"Moffett, Cleveland, 1863-1926","Detective and mystery stories, American; Crime -- United States; Criminals -- United States",PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/3/9/2/33922/33922.txt
33851,33924,Text,2010-10-14,Marion Darche: A Story Without Comment,en,"Crawford, F. Marion (Francis Marion), 1854-1909",New York (N.Y.) -- Social life and customs -- Fiction; Married women -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/3/9/2/33924/33924.txt
33857,33930,Text,2010-10-13,The Home Life of Poe,en,"Weiss, Susan Archer Talley, 1835-","Poe, Edgar Allan, 1809-1849; Authors, American -- 19th century -- Biography; Poe, Edgar Allan, 1809-1849 -- Homes and haunts",PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/3/9/3/33930/33930.txt
33861,33934,Text,2010-10-11,She Knew He Was Coming,en,"Neville, Kris, 1925-1980; Emshwiller, Ed, 1925-1990 [Illustrator]",Science fiction; Short stories; Mars (Planet) -- Fiction; Prostitutes -- Fiction,PS,Science Fiction,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/3/9/3/33934/33934.txt
33867,33940,Text,2010-10-06,"A Voice on the Wind, and Other Poems",en,"Cawein, Madison Julius, 1865-1914",American poetry,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/3/9/4/33940/33940.txt
33874,33947,Text,2010-10-04,"The Nerve of Foley, and Other Railroad Stories",en,"Spearman, Frank H. (Frank Hamilton), 1859-1937",Fiction; Railroad stories,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/3/9/4/33947/33947.txt
33886,33959,Text,2010-09-30,The Reclaimers,en,"McCarter, Margaret Hill, 1860-1938; Gage, George W., 1887-1957 [Illustrator]",Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/3/9/5/33959/33959.txt
33890,33963,Text,2010-09-29,The Valiants of Virginia,en,"Rives, Hallie Erminie, 1876-1956; Castaigne, J. André, 1861-1929 [Illustrator]",Virginia -- Fiction,PS,"Bestsellers, American, 1895-1923",['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/3/9/6/33963/33963.txt
33896,33969,Text,2010-09-23,New Hire,en,"Dryfoos, Dave, 1915-2003; Balbalis, John, 1929-1991 [Illustrator]",Science fiction; Short stories,PS,Science Fiction,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/3/9/6/33969/33969.txt
33897,33970,Text,2010-09-23,"The raid of the guerilla, and other stories",en,"Craddock, Charles Egbert, 1850-1922; Dunton, W. Herbert, 1878-1936 [Illustrator]; Schuyler, Remington, 1884-1955 [Illustrator]",Mountain life -- Fiction; Cumberland Mountains -- Fiction; Tennessee -- Social life and customs -- Fiction,PS,US Civil War,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/3/9/7/33970/33970.txt
33911,33984,Text,2010-09-23,The Man from Jericho,en,"Litsey, Edwin Carlile, 1874-1970",Kentucky -- Social life and customs -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/3/9/8/33984/33984.txt
33912,33985,Text,2010-09-23,Manslaughter,en,"Miller, Alice Duer, 1874-1942; Gruger, Frederic Rodrigo, 1871-1953 [Illustrator]",Young women -- Fiction; Rich people -- Fiction; Traffic fatalities -- Fiction; Trials (Manslaughter) -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/3/9/8/33985/33985.txt
33913,33986,Text,2010-09-24,"Comic Tragedies
Written by 'Jo' and 'Meg' and Acted by The 'Little Women'",en,"Alcott, Louisa May, 1832-1888; Pratt, Anna Bronson Alcott, 1831-1893",American drama -- 19th century; Melodrama,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/3/9/8/33986/33986.txt
33924,33997,Text,2010-09-27,The Jonathan Papers,en,"Morris, Elisabeth Woodbridge, 1870-1964",Essays; Natural history -- Outdoor books; Country life -- Connecticut,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/3/9/9/33997/33997.txt
33928,34001,Text,2010-09-26,Challenge,en,"Untermeyer, Louis, 1885-1977",American poetry,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/4/0/0/34001/34001.txt
33931,34004,Text,2010-09-27,Yolanda of Cyprus,en,"Rice, Cale Young, 1872-1943",American drama,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/4/0/0/34004/34004.txt
33936,34009,Text,2010-09-28,Stranded in Arcady,en,"Lynde, Francis, 1856-1930; Becher, Arthur E., 1877-1960 [Illustrator]",Survival -- Fiction; Canada -- Fiction; Mystery fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/4/0/0/34009/34009.txt
33942,34015,Text,2010-10-01,The Coast of Bohemia,en,"Page, Thomas Nelson, 1853-1922",American poetry,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/4/0/1/34015/34015.txt
33943,34016,Text,2010-10-01,Unc' Edinburg: A Plantation Echo,en,"Page, Thomas Nelson, 1853-1922; Clinedinst, B. West (Benjamin West), 1860-1931 [Illustrator]",Plantation life -- Fiction; African Americans -- Virginia -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/4/0/1/34016/34016.txt
33947,34020,Text,2010-10-02,The Window at the White Cat,en,"Rinehart, Mary Roberts, 1876-1958",Love stories; Mystery and detective stories; Political corruption -- Fiction; Lawyers -- Fiction,PS,"Bestsellers, American, 1895-1923",['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/4/0/2/34020/34020.txt
33950,34023,Text,2010-10-03,The Bread Line: A Story of a Paper,en,"Paine, Albert Bigelow, 1861-1937",Journalism -- Fiction; Newspaper publishing -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/4/0/2/34023/34023.txt
33954,34027,Text,2010-10-04,The Cup of Comus: Fact and Fancy,en,"Cawein, Madison Julius, 1865-1914",American poetry,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/4/0/2/34027/34027.txt
33961,34034,Text,2010-10-04,The Belovéd Traitor,en,"Packard, Frank L. (Frank Lucius), 1877-1942",Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/4/0/3/34034/34034.txt
33973,34046,Text,2010-10-08,Whispering Wires,en,"Leverage, Henry, 1885-1931",Fiction; Detective and mystery stories,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/4/0/4/34046/34046.txt
33982,34055,Text,2010-10-11,Charles Di Tocca: A Tragedy,en,"Rice, Cale Young, 1872-1943",American drama,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/4/0/5/34055/34055.txt
33984,34057,Text,2010-10-11,When 'Bear Cat' Went Dry,en,"Buck, Charles Neville, 1879-1957; Gage, George W., 1887-1957 [Illustrator]",Mountain life -- Fiction; Cumberland Mountains -- Fiction; Temperance -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/4/0/5/34057/34057.txt
33992,34065,Text,2010-10-13,The Sentimental Adventures of Jimmy Bulstrode,en,"Van Vorst, Marie, 1867-1936; Kimball, Alonzo, 1874-1923 [Illustrator]",Married women -- Fiction; Rich people -- Fiction; Man-woman relationships -- Fiction; Bachelors -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/4/0/6/34065/34065.txt
34033,34106,Text,2010-10-20,Little Women Letters from the House of Alcott,en,"Bonstelle, Jessie [Editor]; De Forest, Marian, -1935 [Editor]",Alcott family,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/4/1/0/34106/34106.txt
34036,34109,Text,2010-10-20,"Sister Dolorosa, and Posthumous Fame",en,"Allen, James Lane, 1849-1925",Kentucky -- Social life and customs -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/4/1/0/34109/34109.txt
34048,34121,Text,2010-10-23,"Calavar; or, The Knight of The Conquest, A Romance of Mexico",en,"Bird, Robert Montgomery, 1806-1854","Mexico -- History -- Conquest, 1519-1540 -- Fiction",PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/4/1/2/34121/34121.txt
34056,34129,Text,2010-10-24,The Trail of Conflict,en,"Loring, Emilie Baker, 1864-1951",Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/4/1/2/34129/34129.txt
34062,34135,Text,2010-10-26,A Book-Lover's Holidays in the Open,en,"Roosevelt, Theodore, 1858-1919","Hunting; South America -- Description and travel; Books and reading -- United States; Birds -- Conservation; Southwest, New -- Description and travel",PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/4/1/3/34135/34135.txt
34086,34159,Text,2010-10-29,The A B C of Drag Hunting,en,"Newton, Grace Clarke; Newton, Richard, 1874-1951 [Illustrator]",Alphabet rhymes; Hunt riding -- Poetry,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/4/1/5/34159/34159.txt
34095,34168,Text,2010-10-30,Zula,en,"Lindley, H. Esselstyn",Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/4/1/6/34168/34168.txt
34098,34171,Text,2010-10-30,"Toppleton's Client; Or, A Spirit in Exile",en,"Bangs, John Kendrick, 1862-1922",Humorous stories; Ghosts -- Fiction; Legal stories,PS,Humor,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/4/1/7/34171/34171.txt
34104,34177,Text,2010-10-31,The Idyl of Twin Fires,en,"Eaton, Walter Prichard, 1878-1957; Fogarty, Thomas, 1873-1938 [Illustrator]",Love stories; New England -- Fiction; Farm life -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/4/1/7/34177/34177.txt
34123,34196,Text,2010-11-02,Porzia,en,"Rice, Cale Young, 1872-1943",American drama,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/4/1/9/34196/34196.txt
34129,34202,Text,2010-11-03,The Girl From Tim's Place,en,"Munn, Charles Clark, 1848-1917; Merrill, Frank T., 1848-1923 [Illustrator]",Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/4/2/0/34202/34202.txt
34135,34208,Text,2010-11-04,The Law of Hemlock Mountain,en,"Lundsford, Hugh, 1879-1957; Duer, Douglas, 1887-1964 [Illustrator]",Love stories; Kentucky -- Fiction; Cumberland Mountains -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/4/2/0/34208/34208.txt
34142,34215,Text,2010-11-05,Shadowings,en,"Hearn, Lafcadio, 1850-1904","Cicada (Genus); Names, Personal -- Japanese; Japanese poetry -- Translations into English",PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/4/2/1/34215/34215.txt
34147,34220,Text,2010-11-06,Two Royal Foes,en,"Madden, Eva Annie, 1863-; Kinney, Margaret West, 1872-1952 [Illustrator]; Kinney, Troy, 1871-1938 [Illustrator]","Germany -- Fiction; Napoleon I, Emperor of the French, 1769-1821 -- Fiction; Luise, Queen, consort of Frederick William III, King of Prussia, 1776-1810 -- Fiction; Kings and rulers -- Fiction",PZ; PS,,"['PZ', 'PS']",http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/4/2/2/34220/34220.txt
34154,34227,Text,2010-11-07,"Her Letter, His Answer & Her Last Letter",en,"Harte, Bret, 1836-1902; Keller, Arthur Ignatius, 1866-1924 [Illustrator]",American poetry,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/4/2/2/34227/34227.txt
34159,34232,Text,2010-11-07,From Kingdom to Colony,en,"Devereux, Mary, -1914; Sandham, Henry, 1842-1910 [Illustrator]","United States -- History -- Revolution, 1775-1783 -- Fiction",PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/4/2/3/34232/34232.txt
34161,34234,Text,2010-11-07,A Lonely Flute,en,"Shepard, Odell, 1884-1967",American poetry,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/4/2/3/34234/34234.txt
34162,34235,Text,2010-11-07,Spun-yarn and Spindrift,en,"Holland, Norah M. (Norah Mary), 1876-1925",Canadian poetry,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/4/2/3/34235/34235.txt
34177,34250,Text,2010-11-08,Victor Ollnee's Discipline,en,"Garland, Hamlin, 1860-1940",Young men -- Fiction; Mothers and sons -- Fiction; Spiritualism -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/4/2/5/34250/34250.txt
34181,34254,Text,2010-11-08,A Chariot of Fire,en,"Phelps, Elizabeth Stuart, 1844-1911",Short stories; Social classes -- Fiction; Traffic accidents -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/4/2/5/34254/34254.txt
34182,34255,Text,2010-11-08,Comrades,en,"Phelps, Elizabeth Stuart, 1844-1911; Smith, Howard E. (Howard Everett), 1885-1970 [Illustrator]",Short stories; Married people -- Fiction; Older people -- Fiction; Connecticut -- Fiction; Veterans -- United States -- Fiction; Memorial Day -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/4/2/5/34255/34255.txt
34183,34256,Text,2010-11-08,The Supply at Saint Agatha's,en,"Phelps, Elizabeth Stuart, 1844-1911; Smith, E. Boyd (Elmer Boyd), 1860-1943 [Illustrator]; Woodbury, Marcia Oakes, 1865-1913 [Illustrator]",Short stories; Clergy -- Fiction; Churches -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/4/2/5/34256/34256.txt
34189,34262,Text,2011-09-24,"Octavia, the Octoroon",en,"Lee, J. F.",African Americans -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/4/2/6/34262/34262.txt
34193,34266,Text,2010-11-09,The Graysons: A Story of Illinois,en,"Eggleston, Edward, 1837-1902; Eggleston, Allegra [Illustrator]","Lincoln, Abraham, 1809-1865 -- Fiction; Illinois -- Fiction; Presidents -- United States -- Fiction",PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/4/2/6/34266/34266.txt
34196,34269,Text,2010-11-10,"Rookie rhymes, by the men of the 1st and 2nd provisional training regiments, Plattsburg, New York",en,Plattsburgh Barracks (N.Y.),"World War, 1914-1918 -- Poetry; American poetry -- Collections",U; PS,,"['U', 'PS']",http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/4/2/6/34269/34269.txt
34197,34270,Text,2010-11-10,Barbara Ladd,en,"Roberts, Charles G. D., Sir, 1860-1943; Ver Beck, Frank, 1858-1933 [Illustrator]","New York (N.Y.) -- Fiction; Girls -- Fiction; United States -- History -- Colonial period, ca. 1600-1775 -- Fiction; Connecticut -- Fiction",PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/4/2/7/34270/34270.txt
34198,34271,Text,2010-11-10,Is Polite Society Polite? and Other Essays,en,"Howe, Julia Ward, 1819-1910",American essays,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/4/2/7/34271/34271.txt
34207,34280,Text,2010-11-11,"Lightnin'
After the Play of the Same Name by Winchell Smith and Frank Bacon",en,"Bacon, Frank, 1864-1922",Married people -- Fiction; California -- Fiction; Nevada -- Fiction; Hotels -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/4/2/8/34280/34280.txt
34208,34281,Text,2010-11-11,The Sheriff of Badger: A Tale of the Southwest Borderland,en,"Pattullo, George, 1879-1967",Western stories; Sheriffs -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/4/2/8/34281/34281.txt
34209,34282,Text,2010-11-11,Jupiter Lights,en,"Woolson, Constance Fenimore, 1840-1894",Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/4/2/8/34282/34282.txt
34211,34284,Text,2010-11-11,The Wood Fire in No. 3,en,"Smith, Francis Hopkinson, 1838-1915; Kimball, Alonzo, 1874-1923 [Illustrator]","Short stories, American; Storytelling -- Fiction; Artists -- Fiction",PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/4/2/8/34284/34284.txt
34224,34297,Text,2010-11-12,Angela's Business,en,"Harrison, Henry Sydnor, 1880-1930; Gruger, Frederic Rodrigo, 1871-1953 [Illustrator]",Fiction,PS,"Bestsellers, American, 1895-1923",['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/4/2/9/34297/34297.txt
34244,34317,Text,2010-11-14,Caribbee,en,"Hoover, Thomas, 1941-",Historical fiction; Caribbean Area -- Fiction; Barbados -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/4/3/1/34317/34317.txt
34245,34318,Text,2010-11-14,Life Blood,en,"Hoover, Thomas, 1941-",Horror tales; Suspense fiction; Central America -- Fiction; Adoption -- Corrupt practices -- Fiction; Human experimentation in medicine -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/4/3/1/34318/34318.txt
34246,34319,Text,2010-11-14,Project Cyclops,en,"Hoover, Thomas, 1941-",Suspense fiction; Nuclear warfare -- Fiction; Laser weapons -- Fiction; Aegean Sea -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/4/3/1/34319/34319.txt
34247,34320,Text,2010-11-14,Project Daedalus,en,"Hoover, Thomas, 1941-",Suspense fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/4/3/2/34320/34320.txt
34248,34321,Text,2010-11-14,Syndrome,en,"Hoover, Thomas, 1941-",Suspense fiction; Human experimentation in medicine -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/4/3/2/34321/34321.txt
34249,34322,Text,2010-11-14,The Moghul,en,"Hoover, Thomas, 1941-",Historical fiction; East India Company -- Fiction; India -- History -- 1526-1765 -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/4/3/2/34322/34322.txt
34250,34323,Text,2010-11-14,The Samurai Strategy,en,"Hoover, Thomas, 1941-",Mystery fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/4/3/2/34323/34323.txt
34255,34328,Text,2010-11-15,Tasting the Earth,en,"Gould, Mona, 1908-1999",Canadian poetry,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/4/3/2/34328/34328-8.txt
34256,34329,Text,2010-11-15,I Run with the Fox,en,"Gould, Mona, 1908-1999",Canadian poetry,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/4/3/2/34329/34329.txt
34257,34330,Text,2010-11-15,Gossip,en,"Gould, Mona, 1908-1999",Canadian poetry,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/3/4/3/3/34330/34330-8.txt
